,dataset,algorithm,time_ms,instance
3779,identicos,DP,0.008606,instancias/identicos/n_14-i_2.in
3780,identicos,FB,0.017002,instancias/identicos/n_8-i_0.in
3781,identicos,BT,0.013673,instancias/identicos/n_8-i_0.in
3782,identicos,BT-F,0.003211,instancias/identicos/n_8-i_0.in
3783,identicos,BT-O-G,0.028307,instancias/identicos/n_8-i_0.in
3784,identicos,BT-O-C,0.009278,instancias/identicos/n_8-i_0.in
3785,identicos,DP,0.004157,instancias/identicos/n_8-i_0.in
3786,identicos,FB,0.023623,instancias/identicos/n_9-i_2.in
3787,identicos,BT,0.016328,instancias/identicos/n_9-i_2.in
3788,identicos,BT-F,0.003892,instancias/identicos/n_9-i_2.in
3789,identicos,BT-O-G,0.043399,instancias/identicos/n_9-i_2.in
3790,identicos,BT-O-C,0.011846,instancias/identicos/n_9-i_2.in
3791,identicos,DP,0.004339,instancias/identicos/n_9-i_2.in
3792,identicos,FB,1.11161,instancias/identicos/n_15-i_1.in
3793,identicos,BT,0.214421,instancias/identicos/n_15-i_1.in
3794,identicos,BT-F,0.031053,instancias/identicos/n_15-i_1.in
3795,identicos,BT-O-G,2.14791,instancias/identicos/n_15-i_1.in
3796,identicos,BT-O-C,0.382736,instancias/identicos/n_15-i_1.in
3797,identicos,DP,0.007288,instancias/identicos/n_15-i_1.in
3798,identicos,FB,8.75784,instancias/identicos/n_18-i_0.in
3799,identicos,BT,0.585423,instancias/identicos/n_18-i_0.in
3800,identicos,BT-F,0.117657,instancias/identicos/n_18-i_0.in
3801,identicos,BT-O-G,17.4443,instancias/identicos/n_18-i_0.in
3802,identicos,BT-O-C,3.11365,instancias/identicos/n_18-i_0.in
3803,identicos,DP,0.012236,instancias/identicos/n_18-i_0.in
3804,identicos,FB,1966.22,instancias/identicos/n_26-i_0.in
3805,identicos,BT,14.8755,instancias/identicos/n_26-i_0.in
3806,identicos,BT-F,6.11373,instancias/identicos/n_26-i_0.in
3807,identicos,BT-O-G,4141.5,instancias/identicos/n_26-i_0.in
3808,identicos,BT-O-C,677.17,instancias/identicos/n_26-i_0.in
3809,identicos,DP,0.015817,instancias/identicos/n_26-i_0.in
3810,identicos,FB,8.40958,instancias/identicos/n_18-i_2.in
3811,identicos,BT,0.653946,instancias/identicos/n_18-i_2.in
3812,identicos,BT-F,0.117633,instancias/identicos/n_18-i_2.in
3813,identicos,BT-O-G,18.0321,instancias/identicos/n_18-i_2.in
3814,identicos,BT-O-C,2.84413,instancias/identicos/n_18-i_2.in
3815,identicos,DP,0.011608,instancias/identicos/n_18-i_2.in
3816,identicos,FB,64.0992,instancias/identicos/n_21-i_2.in
3817,identicos,BT,2.13976,instancias/identicos/n_21-i_2.in
3818,identicos,BT-F,0.539421,instancias/identicos/n_21-i_2.in
3819,identicos,BT-O-G,137.791,instancias/identicos/n_21-i_2.in
3820,identicos,BT-O-C,22.5563,instancias/identicos/n_21-i_2.in
3821,identicos,DP,0.014599,instancias/identicos/n_21-i_2.in
3822,identicos,FB,15661.8,instancias/identicos/n_29-i_1.in
3823,identicos,BT,47.3802,instancias/identicos/n_29-i_1.in
3824,identicos,BT-F,25.1291,instancias/identicos/n_29-i_1.in
3825,identicos,BT-O-G,33054.7,instancias/identicos/n_29-i_1.in
3826,identicos,BT-O-C,5391.8,instancias/identicos/n_29-i_1.in
3827,identicos,DP,0.019529,instancias/identicos/n_29-i_1.in
3828,identicos,FB,0.088732,instancias/identicos/n_11-i_0.in
3829,identicos,BT,0.052195,instancias/identicos/n_11-i_0.in
3830,identicos,BT-F,0.006375,instancias/identicos/n_11-i_0.in
3831,identicos,BT-O-G,0.170795,instancias/identicos/n_11-i_0.in
3832,identicos,BT-O-C,0.036157,instancias/identicos/n_11-i_0.in
3833,identicos,DP,0.004643,instancias/identicos/n_11-i_0.in
3834,identicos,FB,1994.91,instancias/identicos/n_26-i_2.in
3835,identicos,BT,14.8006,instancias/identicos/n_26-i_2.in
3836,identicos,BT-F,6.27996,instancias/identicos/n_26-i_2.in
3837,identicos,BT-O-G,4114.28,instancias/identicos/n_26-i_2.in
3838,identicos,BT-O-C,679.194,instancias/identicos/n_26-i_2.in
3839,identicos,DP,0.016625,instancias/identicos/n_26-i_2.in
3840,identicos,FB,248.837,instancias/identicos/n_23-i_2.in
3841,identicos,BT,4.70422,instancias/identicos/n_23-i_2.in
3842,identicos,BT-F,1.39903,instancias/identicos/n_23-i_2.in
3843,identicos,BT-O-G,543.047,instancias/identicos/n_23-i_2.in
3844,identicos,BT-O-C,88.6143,instancias/identicos/n_23-i_2.in
3845,identicos,DP,0.022512,instancias/identicos/n_23-i_2.in
3846,identicos,FB,0.015612,instancias/identicos/n_8-i_1.in
3847,identicos,BT,0.012663,instancias/identicos/n_8-i_1.in
3848,identicos,BT-F,0.002631,instancias/identicos/n_8-i_1.in
3849,identicos,BT-O-G,0.02353,instancias/identicos/n_8-i_1.in
3850,identicos,BT-O-C,0.009893,instancias/identicos/n_8-i_1.in
3851,identicos,DP,0.005425,instancias/identicos/n_8-i_1.in
3852,identicos,FB,31284.7,instancias/identicos/n_30-i_2.in
3853,identicos,BT,66.9403,instancias/identicos/n_30-i_2.in
3854,identicos,BT-F,40.1423,instancias/identicos/n_30-i_2.in
3855,identicos,BT-O-G,65610.8,instancias/identicos/n_30-i_2.in
3856,identicos,BT-O-C,10579.4,instancias/identicos/n_30-i_2.in
3857,identicos,DP,0.019683,instancias/identicos/n_30-i_2.in
3858,identicos,FB,3950.99,instancias/identicos/n_27-i_1.in
3859,identicos,BT,22.1912,instancias/identicos/n_27-i_1.in
3860,identicos,BT-F,9.83742,instancias/identicos/n_27-i_1.in
3861,identicos,BT-O-G,8348.57,instancias/identicos/n_27-i_1.in
3862,identicos,BT-O-C,1360.3,instancias/identicos/n_27-i_1.in
3863,identicos,DP,0.018277,instancias/identicos/n_27-i_1.in
3864,identicos,FB,32.7315,instancias/identicos/n_20-i_1.in
3865,identicos,BT,1.34949,instancias/identicos/n_20-i_1.in
3866,identicos,BT-F,0.324394,instancias/identicos/n_20-i_1.in
3867,identicos,BT-O-G,68.0334,instancias/identicos/n_20-i_1.in
3868,identicos,BT-O-C,11.6464,instancias/identicos/n_20-i_1.in
3869,identicos,DP,0.011262,instancias/identicos/n_20-i_1.in
3870,identicos,FB,0.017184,instancias/identicos/n_8-i_2.in
3871,identicos,BT,0.013076,instancias/identicos/n_8-i_2.in
3872,identicos,BT-F,0.003095,instancias/identicos/n_8-i_2.in
3873,identicos,BT-O-G,0.023422,instancias/identicos/n_8-i_2.in
3874,identicos,BT-O-C,0.009387,instancias/identicos/n_8-i_2.in
3875,identicos,DP,0.007173,instancias/identicos/n_8-i_2.in
3876,identicos,FB,0.308108,instancias/identicos/n_13-i_1.in
3877,identicos,BT,0.083019,instancias/identicos/n_13-i_1.in
3878,identicos,BT-F,0.012602,instancias/identicos/n_13-i_1.in
3879,identicos,BT-O-G,0.808904,instancias/identicos/n_13-i_1.in
3880,identicos,BT-O-C,0.136176,instancias/identicos/n_13-i_1.in
3881,identicos,DP,0.008238,instancias/identicos/n_13-i_1.in
3882,identicos,FB,0.539974,instancias/identicos/n_14-i_1.in
3883,identicos,BT,0.118154,instancias/identicos/n_14-i_1.in
3884,identicos,BT-F,0.024339,instancias/identicos/n_14-i_1.in
3885,identicos,BT-O-G,1.35731,instancias/identicos/n_14-i_1.in
3886,identicos,BT-O-C,0.25318,instancias/identicos/n_14-i_1.in
3887,identicos,DP,0.00628,instancias/identicos/n_14-i_1.in
3888,identicos,FB,31547.6,instancias/identicos/n_30-i_1.in
3889,identicos,BT,64.1896,instancias/identicos/n_30-i_1.in
3890,identicos,BT-F,41.6575,instancias/identicos/n_30-i_1.in
3891,identicos,BT-O-G,65651.0,instancias/identicos/n_30-i_1.in
3892,identicos,BT-O-C,10628.4,instancias/identicos/n_30-i_1.in
3893,identicos,DP,0.019404,instancias/identicos/n_30-i_1.in
3894,identicos,FB,1.19498,instancias/identicos/n_15-i_0.in
3895,identicos,BT,0.187387,instancias/identicos/n_15-i_0.in
3896,identicos,BT-F,0.034016,instancias/identicos/n_15-i_0.in
3897,identicos,BT-O-G,2.5165,instancias/identicos/n_15-i_0.in
3898,identicos,BT-O-C,0.428112,instancias/identicos/n_15-i_0.in
3899,identicos,DP,0.006684,instancias/identicos/n_15-i_0.in
3900,identicos,FB,253.473,instancias/identicos/n_23-i_1.in
3901,identicos,BT,4.80499,instancias/identicos/n_23-i_1.in
3902,identicos,BT-F,1.37461,instancias/identicos/n_23-i_1.in
3903,identicos,BT-O-G,550.898,instancias/identicos/n_23-i_1.in
3904,identicos,BT-O-C,90.0694,instancias/identicos/n_23-i_1.in
3905,identicos,DP,0.014002,instancias/identicos/n_23-i_1.in
3906,identicos,FB,501.887,instancias/identicos/n_24-i_1.in
3907,identicos,BT,6.54056,instancias/identicos/n_24-i_1.in
3908,identicos,BT-F,2.24717,instancias/identicos/n_24-i_1.in
3909,identicos,BT-O-G,1042.21,instancias/identicos/n_24-i_1.in
3910,identicos,BT-O-C,179.903,instancias/identicos/n_24-i_1.in
3911,identicos,DP,0.014875,instancias/identicos/n_24-i_1.in
3912,identicos,FB,16089.5,instancias/identicos/n_29-i_0.in
3913,identicos,BT,46.2697,instancias/identicos/n_29-i_0.in
3914,identicos,BT-F,25.5765,instancias/identicos/n_29-i_0.in
3915,identicos,BT-O-G,33269.4,instancias/identicos/n_29-i_0.in
3916,identicos,BT-O-C,5360.71,instancias/identicos/n_29-i_0.in
3917,identicos,DP,0.019807,instancias/identicos/n_29-i_0.in
3918,identicos,FB,1007.0,instancias/identicos/n_25-i_1.in
3919,identicos,BT,10.1257,instancias/identicos/n_25-i_1.in
3920,identicos,BT-F,3.69054,instancias/identicos/n_25-i_1.in
3921,identicos,BT-O-G,2166.54,instancias/identicos/n_25-i_1.in
3922,identicos,BT-O-C,355.493,instancias/identicos/n_25-i_1.in
3923,identicos,DP,0.016572,instancias/identicos/n_25-i_1.in
3924,identicos,FB,17.4794,instancias/identicos/n_19-i_2.in
3925,identicos,BT,0.921805,instancias/identicos/n_19-i_2.in
3926,identicos,BT-F,0.224955,instancias/identicos/n_19-i_2.in
3927,identicos,BT-O-G,37.5954,instancias/identicos/n_19-i_2.in
3928,identicos,BT-O-C,5.95658,instancias/identicos/n_19-i_2.in
3929,identicos,DP,0.013314,instancias/identicos/n_19-i_2.in
3930,identicos,FB,0.005098,instancias/identicos/n_6-i_1.in
3931,identicos,BT,0.007204,instancias/identicos/n_6-i_1.in
3932,identicos,BT-F,0.002228,instancias/identicos/n_6-i_1.in
3933,identicos,BT-O-G,0.00961,instancias/identicos/n_6-i_1.in
3934,identicos,BT-O-C,0.003469,instancias/identicos/n_6-i_1.in
3935,identicos,DP,0.002972,instancias/identicos/n_6-i_1.in
3936,identicos,FB,3952.45,instancias/identicos/n_27-i_0.in
3937,identicos,BT,21.9165,instancias/identicos/n_27-i_0.in
3938,identicos,BT-F,9.40208,instancias/identicos/n_27-i_0.in
3939,identicos,BT-O-G,8489.96,instancias/identicos/n_27-i_0.in
3940,identicos,BT-O-C,1370.32,instancias/identicos/n_27-i_0.in
3941,identicos,DP,0.029886,instancias/identicos/n_27-i_0.in
3942,identicos,FB,2.47477,instancias/identicos/n_16-i_1.in
3943,identicos,BT,0.284501,instancias/identicos/n_16-i_1.in
3944,identicos,BT-F,0.047778,instancias/identicos/n_16-i_1.in
3945,identicos,BT-O-G,4.31695,instancias/identicos/n_16-i_1.in
3946,identicos,BT-O-C,0.75418,instancias/identicos/n_16-i_1.in
3947,identicos,DP,0.009939,instancias/identicos/n_16-i_1.in
3948,identicos,FB,0.628775,instancias/identicos/n_14-i_0.in
3949,identicos,BT,0.146731,instancias/identicos/n_14-i_0.in
3950,identicos,BT-F,0.024376,instancias/identicos/n_14-i_0.in
3951,identicos,BT-O-G,1.37063,instancias/identicos/n_14-i_0.in
3952,identicos,BT-O-C,0.219023,instancias/identicos/n_14-i_0.in
3953,identicos,DP,0.006262,instancias/identicos/n_14-i_0.in
3954,identicos,FB,0.044434,instancias/identicos/n_10-i_0.in
3955,identicos,BT,0.02936,instancias/identicos/n_10-i_0.in
3956,identicos,BT-F,0.005106,instancias/identicos/n_10-i_0.in
3957,identicos,BT-O-G,0.09733,instancias/identicos/n_10-i_0.in
3958,identicos,BT-O-C,0.01908,instancias/identicos/n_10-i_0.in
3959,identicos,DP,0.005008,instancias/identicos/n_10-i_0.in
3960,identicos,FB,7918.81,instancias/identicos/n_28-i_2.in
3961,identicos,BT,35.2095,instancias/identicos/n_28-i_2.in
3962,identicos,BT-F,15.6251,instancias/identicos/n_28-i_2.in
3963,identicos,BT-O-G,16246.6,instancias/identicos/n_28-i_2.in
3964,identicos,BT-O-C,2685.66,instancias/identicos/n_28-i_2.in
3965,identicos,DP,0.02061,instancias/identicos/n_28-i_2.in
3966,identicos,FB,130.188,instancias/identicos/n_22-i_2.in
3967,identicos,BT,3.12159,instancias/identicos/n_22-i_2.in
3968,identicos,BT-F,0.861134,instancias/identicos/n_22-i_2.in
3969,identicos,BT-O-G,267.639,instancias/identicos/n_22-i_2.in
3970,identicos,BT-O-C,44.554,instancias/identicos/n_22-i_2.in
3971,identicos,DP,0.012789,instancias/identicos/n_22-i_2.in
3972,identicos,FB,36.6262,instancias/identicos/n_20-i_2.in
3973,identicos,BT,1.43014,instancias/identicos/n_20-i_2.in
3974,identicos,BT-F,0.313971,instancias/identicos/n_20-i_2.in
3975,identicos,BT-O-G,73.2101,instancias/identicos/n_20-i_2.in
3976,identicos,BT-O-C,12.3691,instancias/identicos/n_20-i_2.in
3977,identicos,DP,0.011252,instancias/identicos/n_20-i_2.in
3978,identicos,FB,0.178308,instancias/identicos/n_12-i_2.in
3979,identicos,BT,0.0572,instancias/identicos/n_12-i_2.in
3980,identicos,BT-F,0.008403,instancias/identicos/n_12-i_2.in
3981,identicos,BT-O-G,0.292867,instancias/identicos/n_12-i_2.in
3982,identicos,BT-O-C,0.06669,instancias/identicos/n_12-i_2.in
3983,identicos,DP,0.006719,instancias/identicos/n_12-i_2.in
3984,identicos,FB,0.003164,instancias/identicos/n_5-i_2.in
3985,identicos,BT,0.00411,instancias/identicos/n_5-i_2.in
3986,identicos,BT-F,0.001859,instancias/identicos/n_5-i_2.in
3987,identicos,BT-O-G,0.00602,instancias/identicos/n_5-i_2.in
3988,identicos,BT-O-C,0.002403,instancias/identicos/n_5-i_2.in
3989,identicos,DP,0.002568,instancias/identicos/n_5-i_2.in
3990,identicos,FB,0.151493,instancias/identicos/n_12-i_0.in
3991,identicos,BT,0.062828,instancias/identicos/n_12-i_0.in
3992,identicos,BT-F,0.011349,instancias/identicos/n_12-i_0.in
3993,identicos,BT-O-G,0.301043,instancias/identicos/n_12-i_0.in
3994,identicos,BT-O-C,0.062138,instancias/identicos/n_12-i_0.in
3995,identicos,DP,0.00647,instancias/identicos/n_12-i_0.in
3996,identicos,FB,2.48774,instancias/identicos/n_16-i_2.in
3997,identicos,BT,0.272252,instancias/identicos/n_16-i_2.in
3998,identicos,BT-F,0.057966,instancias/identicos/n_16-i_2.in
3999,identicos,BT-O-G,5.0968,instancias/identicos/n_16-i_2.in
4000,identicos,BT-O-C,0.799502,instancias/identicos/n_16-i_2.in
4001,identicos,DP,0.009295,instancias/identicos/n_16-i_2.in
4002,identicos,FB,502.511,instancias/identicos/n_24-i_2.in
4003,identicos,BT,6.81773,instancias/identicos/n_24-i_2.in
4004,identicos,BT-F,2.32199,instancias/identicos/n_24-i_2.in
4005,identicos,BT-O-G,1081.95,instancias/identicos/n_24-i_2.in
4006,identicos,BT-O-C,177.346,instancias/identicos/n_24-i_2.in
4007,identicos,DP,0.016277,instancias/identicos/n_24-i_2.in
4008,identicos,FB,0.008088,instancias/identicos/n_7-i_0.in
4009,identicos,BT,0.007615,instancias/identicos/n_7-i_0.in
4010,identicos,BT-F,0.002317,instancias/identicos/n_7-i_0.in
4011,identicos,BT-O-G,0.016183,instancias/identicos/n_7-i_0.in
4012,identicos,BT-O-C,0.00617,instancias/identicos/n_7-i_0.in
4013,identicos,DP,0.003466,instancias/identicos/n_7-i_0.in
4014,identicos,FB,7890.92,instancias/identicos/n_28-i_1.in
4015,identicos,BT,30.4388,instancias/identicos/n_28-i_1.in
4016,identicos,BT-F,15.704,instancias/identicos/n_28-i_1.in
4017,identicos,BT-O-G,16161.6,instancias/identicos/n_28-i_1.in
4018,identicos,BT-O-C,2646.92,instancias/identicos/n_28-i_1.in
4019,identicos,DP,0.017652,instancias/identicos/n_28-i_1.in
4020,identicos,FB,7845.46,instancias/identicos/n_28-i_0.in
4021,identicos,BT,30.2956,instancias/identicos/n_28-i_0.in
4022,identicos,BT-F,15.6648,instancias/identicos/n_28-i_0.in
4023,identicos,BT-O-G,16014.3,instancias/identicos/n_28-i_0.in
4024,identicos,BT-O-C,2685.02,instancias/identicos/n_28-i_0.in
4025,identicos,DP,0.018557,instancias/identicos/n_28-i_0.in
4026,identicos,FB,64.7889,instancias/identicos/n_21-i_1.in
4027,identicos,BT,2.10679,instancias/identicos/n_21-i_1.in
4028,identicos,BT-F,0.635463,instancias/identicos/n_21-i_1.in
4029,identicos,BT-O-G,140.178,instancias/identicos/n_21-i_1.in
4030,identicos,BT-O-C,24.5695,instancias/identicos/n_21-i_1.in
4031,identicos,DP,0.012809,instancias/identicos/n_21-i_1.in
4032,identicos,FB,9.86912,instancias/identicos/n_18-i_1.in
4033,identicos,BT,0.621804,instancias/identicos/n_18-i_1.in
4034,identicos,BT-F,0.140263,instancias/identicos/n_18-i_1.in
4035,identicos,BT-O-G,17.9157,instancias/identicos/n_18-i_1.in
4036,identicos,BT-O-C,2.92069,instancias/identicos/n_18-i_1.in
4037,identicos,DP,0.008641,instancias/identicos/n_18-i_1.in
4038,identicos,FB,1.14098,instancias/identicos/n_15-i_2.in
4039,identicos,BT,0.187747,instancias/identicos/n_15-i_2.in
4040,identicos,BT-F,0.030051,instancias/identicos/n_15-i_2.in
4041,identicos,BT-O-G,2.81677,instancias/identicos/n_15-i_2.in
4042,identicos,BT-O-C,0.602992,instancias/identicos/n_15-i_2.in
4043,identicos,DP,0.006578,instancias/identicos/n_15-i_2.in
4044,identicos,FB,0.004789,instancias/identicos/n_6-i_2.in
4045,identicos,BT,0.006462,instancias/identicos/n_6-i_2.in
4046,identicos,BT-F,0.002248,instancias/identicos/n_6-i_2.in
4047,identicos,BT-O-G,0.010677,instancias/identicos/n_6-i_2.in
4048,identicos,BT-O-C,0.003279,instancias/identicos/n_6-i_2.in
4049,identicos,DP,0.002756,instancias/identicos/n_6-i_2.in
4050,identicos,FB,986.472,instancias/identicos/n_25-i_2.in
4051,identicos,BT,10.5019,instancias/identicos/n_25-i_2.in
4052,identicos,BT-F,3.78823,instancias/identicos/n_25-i_2.in
4053,identicos,BT-O-G,2115.77,instancias/identicos/n_25-i_2.in
4054,identicos,BT-O-C,345.714,instancias/identicos/n_25-i_2.in
4055,identicos,DP,0.015536,instancias/identicos/n_25-i_2.in
4056,identicos,FB,2.43292,instancias/identicos/n_16-i_0.in
4057,identicos,BT,0.308684,instancias/identicos/n_16-i_0.in
4058,identicos,BT-F,0.04875,instancias/identicos/n_16-i_0.in
4059,identicos,BT-O-G,4.43579,instancias/identicos/n_16-i_0.in
4060,identicos,BT-O-C,0.768524,instancias/identicos/n_16-i_0.in
4061,identicos,DP,0.008528,instancias/identicos/n_16-i_0.in
4062,identicos,FB,0.003351,instancias/identicos/n_5-i_0.in
4063,identicos,BT,0.004144,instancias/identicos/n_5-i_0.in
4064,identicos,BT-F,0.00193,instancias/identicos/n_5-i_0.in
4065,identicos,BT-O-G,0.006718,instancias/identicos/n_5-i_0.in
4066,identicos,BT-O-C,0.003191,instancias/identicos/n_5-i_0.in
4067,identicos,DP,0.002882,instancias/identicos/n_5-i_0.in
4068,identicos,FB,17.4099,instancias/identicos/n_19-i_0.in
4069,identicos,BT,0.971475,instancias/identicos/n_19-i_0.in
4070,identicos,BT-F,0.19477,instancias/identicos/n_19-i_0.in
4071,identicos,BT-O-G,36.7268,instancias/identicos/n_19-i_0.in
4072,identicos,BT-O-C,5.74359,instancias/identicos/n_19-i_0.in
4073,identicos,DP,0.011304,instancias/identicos/n_19-i_0.in
4074,identicos,FB,4.46286,instancias/identicos/n_17-i_1.in
4075,identicos,BT,0.442517,instancias/identicos/n_17-i_1.in
4076,identicos,BT-F,0.091046,instancias/identicos/n_17-i_1.in
4077,identicos,BT-O-G,9.19191,instancias/identicos/n_17-i_1.in
4078,identicos,BT-O-C,1.54513,instancias/identicos/n_17-i_1.in
4079,identicos,DP,0.008424,instancias/identicos/n_17-i_1.in
4080,identicos,FB,126.114,instancias/identicos/n_22-i_0.in
4081,identicos,BT,3.01913,instancias/identicos/n_22-i_0.in
4082,identicos,BT-F,0.898713,instancias/identicos/n_22-i_0.in
4083,identicos,BT-O-G,270.681,instancias/identicos/n_22-i_0.in
4084,identicos,BT-O-C,43.4788,instancias/identicos/n_22-i_0.in
4085,identicos,DP,0.013336,instancias/identicos/n_22-i_0.in
4086,identicos,FB,0.00806,instancias/identicos/n_7-i_2.in
4087,identicos,BT,0.009825,instancias/identicos/n_7-i_2.in
4088,identicos,BT-F,0.00284,instancias/identicos/n_7-i_2.in
4089,identicos,BT-O-G,0.013407,instancias/identicos/n_7-i_2.in
4090,identicos,BT-O-C,0.004391,instancias/identicos/n_7-i_2.in
4091,identicos,DP,0.003358,instancias/identicos/n_7-i_2.in
4092,identicos,FB,0.102717,instancias/identicos/n_11-i_1.in
4093,identicos,BT,0.046259,instancias/identicos/n_11-i_1.in
4094,identicos,BT-F,0.006042,instancias/identicos/n_11-i_1.in
4095,identicos,BT-O-G,0.160561,instancias/identicos/n_11-i_1.in
4096,identicos,BT-O-C,0.038626,instancias/identicos/n_11-i_1.in
4097,identicos,DP,0.005575,instancias/identicos/n_11-i_1.in
4098,identicos,FB,0.368033,instancias/identicos/n_13-i_2.in
4099,identicos,BT,0.105264,instancias/identicos/n_13-i_2.in
4100,identicos,BT-F,0.015846,instancias/identicos/n_13-i_2.in
4101,identicos,BT-O-G,1.24875,instancias/identicos/n_13-i_2.in
4102,identicos,BT-O-C,0.118782,instancias/identicos/n_13-i_2.in
4103,identicos,DP,0.006087,instancias/identicos/n_13-i_2.in
4104,identicos,FB,0.006471,instancias/identicos/n_6-i_0.in
4105,identicos,BT,0.006711,instancias/identicos/n_6-i_0.in
4106,identicos,BT-F,0.002044,instancias/identicos/n_6-i_0.in
4107,identicos,BT-O-G,0.008387,instancias/identicos/n_6-i_0.in
4108,identicos,BT-O-C,0.003831,instancias/identicos/n_6-i_0.in
4109,identicos,DP,0.002851,instancias/identicos/n_6-i_0.in
4110,identicos,FB,15913.1,instancias/identicos/n_29-i_2.in
4111,identicos,BT,46.6232,instancias/identicos/n_29-i_2.in
4112,identicos,BT-F,25.8116,instancias/identicos/n_29-i_2.in
4113,identicos,BT-O-G,33397.4,instancias/identicos/n_29-i_2.in
4114,identicos,BT-O-C,5320.39,instancias/identicos/n_29-i_2.in
4115,identicos,DP,0.019037,instancias/identicos/n_29-i_2.in
4116,identicos,FB,0.382876,instancias/identicos/n_13-i_0.in
4117,identicos,BT,0.093271,instancias/identicos/n_13-i_0.in
4118,identicos,BT-F,0.012554,instancias/identicos/n_13-i_0.in
4119,identicos,BT-O-G,0.591714,instancias/identicos/n_13-i_0.in
4120,identicos,BT-O-C,0.112448,instancias/identicos/n_13-i_0.in
4121,identicos,DP,0.008209,instancias/identicos/n_13-i_0.in
4122,identicos,FB,0.078018,instancias/identicos/n_11-i_2.in
4123,identicos,BT,0.046728,instancias/identicos/n_11-i_2.in
4124,identicos,BT-F,0.007852,instancias/identicos/n_11-i_2.in
4125,identicos,BT-O-G,0.197754,instancias/identicos/n_11-i_2.in
4126,identicos,BT-O-C,0.037078,instancias/identicos/n_11-i_2.in
4127,identicos,DP,0.005206,instancias/identicos/n_11-i_2.in
4128,identicos,FB,985.029,instancias/identicos/n_25-i_0.in
4129,identicos,BT,11.4359,instancias/identicos/n_25-i_0.in
4130,identicos,BT-F,3.61967,instancias/identicos/n_25-i_0.in
4131,identicos,BT-O-G,2105.3,instancias/identicos/n_25-i_0.in
4132,identicos,BT-O-C,342.463,instancias/identicos/n_25-i_0.in
4133,identicos,DP,0.015557,instancias/identicos/n_25-i_0.in
4134,identicos,FB,0.166588,instancias/identicos/n_12-i_1.in
4135,identicos,BT,0.065582,instancias/identicos/n_12-i_1.in
4136,identicos,BT-F,0.010269,instancias/identicos/n_12-i_1.in
4137,identicos,BT-O-G,0.434151,instancias/identicos/n_12-i_1.in
4138,identicos,BT-O-C,0.07536,instancias/identicos/n_12-i_1.in
4139,identicos,DP,0.008166,instancias/identicos/n_12-i_1.in
4140,identicos,FB,31199.1,instancias/identicos/n_30-i_0.in
4141,identicos,BT,67.0439,instancias/identicos/n_30-i_0.in
4142,identicos,BT-F,43.0996,instancias/identicos/n_30-i_0.in
4143,identicos,BT-O-G,64217.0,instancias/identicos/n_30-i_0.in
4144,identicos,BT-O-C,10422.6,instancias/identicos/n_30-i_0.in
4145,identicos,DP,0.019175,instancias/identicos/n_30-i_0.in
4146,identicos,FB,4.63879,instancias/identicos/n_17-i_2.in
4147,identicos,BT,0.499739,instancias/identicos/n_17-i_2.in
4148,identicos,BT-F,0.083073,instancias/identicos/n_17-i_2.in
4149,identicos,BT-O-G,9.84962,instancias/identicos/n_17-i_2.in
4150,identicos,BT-O-C,1.40301,instancias/identicos/n_17-i_2.in
4151,identicos,DP,0.008699,instancias/identicos/n_17-i_2.in
4152,identicos,FB,250.498,instancias/identicos/n_23-i_0.in
4153,identicos,BT,4.91055,instancias/identicos/n_23-i_0.in
4154,identicos,BT-F,1.32364,instancias/identicos/n_23-i_0.in
4155,identicos,BT-O-G,537.898,instancias/identicos/n_23-i_0.in
4156,identicos,BT-O-C,86.7748,instancias/identicos/n_23-i_0.in
4157,identicos,DP,0.023903,instancias/identicos/n_23-i_0.in
4158,identicos,FB,0.024893,instancias/identicos/n_9-i_0.in
4159,identicos,BT,0.016537,instancias/identicos/n_9-i_0.in
4160,identicos,BT-F,0.003293,instancias/identicos/n_9-i_0.in
4161,identicos,BT-O-G,0.053639,instancias/identicos/n_9-i_0.in
4162,identicos,BT-O-C,0.014514,instancias/identicos/n_9-i_0.in
4163,identicos,DP,0.004594,instancias/identicos/n_9-i_0.in
4164,identicos,FB,0.044324,instancias/identicos/n_10-i_2.in
4165,identicos,BT,0.031524,instancias/identicos/n_10-i_2.in
4166,identicos,BT-F,0.005625,instancias/identicos/n_10-i_2.in
4167,identicos,BT-O-G,0.106389,instancias/identicos/n_10-i_2.in
4168,identicos,BT-O-C,0.027389,instancias/identicos/n_10-i_2.in
4169,identicos,DP,0.004214,instancias/identicos/n_10-i_2.in
4170,identicos,FB,66.9743,instancias/identicos/n_21-i_0.in
4171,identicos,BT,2.35522,instancias/identicos/n_21-i_0.in
4172,identicos,BT-F,0.557288,instancias/identicos/n_21-i_0.in
4173,identicos,BT-O-G,137.026,instancias/identicos/n_21-i_0.in
4174,identicos,BT-O-C,22.7759,instancias/identicos/n_21-i_0.in
4175,identicos,DP,0.012237,instancias/identicos/n_21-i_0.in
4176,identicos,FB,5.10669,instancias/identicos/n_17-i_0.in
4177,identicos,BT,0.4618,instancias/identicos/n_17-i_0.in
4178,identicos,BT-F,0.073488,instancias/identicos/n_17-i_0.in
4179,identicos,BT-O-G,10.6309,instancias/identicos/n_17-i_0.in
4180,identicos,BT-O-C,1.52134,instancias/identicos/n_17-i_0.in
4181,identicos,DP,0.022765,instancias/identicos/n_17-i_0.in
4182,identicos,FB,1970.89,instancias/identicos/n_26-i_1.in
